id,zone,state,gender,age_category,age
12540,Eastern,Massachusetts,M,young,18
12541,Eastern,Ohio,F,medium,44
12542,Central,Texas,F,young,25
12543,Eastern,Florida,M,medium,36
12544,Central,Texas,M,young,27
12545,Mountain,Idaho,M,medium,46
12546,Pacific,California,M,medium,49
12547,Eastern,Massachusetts,F,young,25
12548,Central,Oklahoma,M,medium,57
12549,Eastern,Connecticut,M,medium,51
12550,Mountain,New Mexico,F,young,28
12551,Eastern,North Carolina,M,young,25
12552,Eastern,Pennsylvania,F,young,21
12553,Mountain,Utah,F,young,23
12554,Central,Nebraska,F,medium,59
12555,Eastern,Maine,M,,30
12556,Mountain,Colorado,M,medium,51
12557,Eastern,Ohio,M,medium,51
12558,Central,Minnesota,F,young,21
12559,Pacific,California,M,young,22
12560,Mountain,New Mexico,M,medium,42
12561,Central,Minnesota,F,old,64
12562,Central,Minnesota,F,medium,41
12563,Eastern,Kentucky,M,young,18
12564,Eastern,Ohio,F,medium,47
12565,Eastern,New York,F,medium,33
12566,Central,Arkansas,M,medium,37
12567,Central,Iowa,M,medium,32
12568,Central,Texas,M,young,20
12569,Mountain,Utah,M,medium,41
12570,Eastern,Florida,M,medium,52
12571,Pacific,California,M,medium,45
12572,Eastern,Florida,M,medium,51
12573,Eastern,New York,M,young,20
12574,Eastern,Pennsylvania,F,medium,49
12575,Eastern,Virginia,M,medium,54
12576,Pacific,California,F,medium,33
12577,Eastern,North Carolina,M,young,18
12578,Eastern,Ohio,M,young,26
12579,Eastern,Indiana,F,young,26
12580,Eastern,Florida,M,medium,39
12581,Eastern,Florida,M,medium,34
12582,Central,Illinois,M,medium,49
12583,Eastern,New York,F,medium,52
12584,Eastern,Maryland,M,medium,55
12585,Eastern,New Jersey,F,medium,45
12586,Eastern,Pennsylvania,M,medium,49
12587,Mountain,Arizona,F,young,22
12588,Eastern,Indiana,M,young,20
12589,Mountain,Arizona,M,medium,45
12590,Eastern,Maryland,F,medium,48
12591,Central,Illinois,F,young,29
12592,Eastern,New Jersey,M,young,26
12593,Central,Minnesota,F,old,68
12594,Central,Minnesota,M,medium,52
12595,Eastern,Michigan,F,young,27
12596,Pacific,California,M,medium,48
12597,Eastern,Florida,M,medium,38
12598,Central,Alabama,M,medium,37
12599,Eastern,Indiana,M,medium,43
12600,Mountain,Arizona,F,young,19
12601,Mountain,Utah,F,medium,36
12602,Central,Missouri,M,,30
12603,Eastern,Georgia,M,young,28
12604,Central,Minnesota,F,young,23
12605,Eastern,Ohio,M,medium,50
12606,Eastern,South Carolina,M,medium,48
12607,Central,Illinois,F,medium,35
12608,Central,Texas,F,old,90
12609,Eastern,Florida,M,medium,38
12610,Eastern,New York,M,medium,35
12611,Central,Missouri,F,medium,31
12612,Eastern,New York,F,young,22
12613,Eastern,New York,F,medium,52
12614,Mountain,Colorado,M,medium,46
12615,Central,Illinois,M,young,27
12616,Eastern,Georgia,F,old,62
12617,Central,Minnesota,M,medium,42
12618,Eastern,Florida,F,young,17
12619,Eastern,Virginia,M,medium,32
12620,Eastern,Florida,F,medium,31
12621,Central,Illinois,M,young,25
12622,Mountain,Montana,M,medium,31
12623,Eastern,North Carolina,F,young,28
12624,Central,Wisconsin,M,,30
12625,Central,Texas,M,medium,38
12626,Eastern,Ohio,F,young,29
12627,Central,Kansas,M,young,19
12628,Eastern,Indiana,F,,30
12629,Eastern,Pennsylvania,M,medium,58
12630,Mountain,New Mexico,F,medium,34
12631,Pacific,Washington,M,medium,31
12632,Eastern,Michigan,F,young,24
12633,Mountain,Idaho,M,young,27
12634,Eastern,New York,F,medium,41
12635,Central,Texas,M,medium,38
12636,Eastern,New York,M,,30
12637,Mountain,New Mexico,F,old,71
12638,Central,Texas,F,medium,36
12639,Eastern,New York,F,medium,34
12640,Eastern,New Jersey,F,medium,41
12641,Eastern,Michigan,M,medium,50
12642,Eastern,New York,M,medium,39
12643,Eastern,Michigan,F,young,17
12644,Eastern,Georgia,M,old,63
12645,Eastern,Indiana,F,young,29
12646,Central,Texas,M,medium,38
12647,Mountain,Colorado,M,medium,46
12648,Central,Texas,M,young,24
12649,Central,Arkansas,M,young,24
12650,Eastern,New York,F,young,27
12651,Pacific,Oregon,F,old,66
12652,Central,Louisiana,F,medium,31
12653,Eastern,Maine,M,young,29
12654,Mountain,Arizona,F,medium,42
12655,Mountain,Arizona,F,medium,36
12656,Central,Minnesota,F,medium,41
12657,Pacific,California,M,medium,37
12658,Central,Tennessee,F,young,27
12659,Eastern,Pennsylvania,F,medium,38
12660,Central,Tennessee,F,medium,41
12661,Eastern,Pennsylvania,F,medium,47
12662,Mountain,New Mexico,M,medium,31
12663,Eastern,New Jersey,M,young,23
12664,Central,Texas,F,medium,44
12665,Pacific,Washington,M,young,20
12666,Central,Texas,M,young,28
12667,Central,Texas,F,medium,50
12668,Central,Texas,F,medium,31
12669,Eastern,Pennsylvania,M,medium,50
12670,Eastern,Massachusetts,M,medium,37
12671,Central,Wisconsin,F,young,21
12672,Mountain,Arizona,M,young,24
12673,Eastern,South Carolina,M,medium,60
12674,Central,Illinois,M,old,70
12675,Central,Texas,M,medium,42
12676,Central,Mississippi,F,medium,45
12677,Mountain,Utah,M,medium,58
12678,Central,Wisconsin,M,medium,43
12679,Central,Texas,M,young,21
12680,Central,Missouri,F,young,28
12681,Mountain,Idaho,F,young,27
12682,Mountain,New Mexico,M,medium,45
12683,Eastern,Georgia,M,medium,39
12684,Eastern,Indiana,F,medium,50
12685,Central,Tennessee,M,medium,50
12686,Central,Texas,M,,30
12687,Eastern,Georgia,M,young,26
12688,Eastern,Florida,M,medium,53
12689,Mountain,Utah,M,young,24
12690,Eastern,Ohio,F,medium,34
12691,Eastern,New York,F,medium,37
12692,Central,Arkansas,M,medium,48
12693,Pacific,California,F,medium,49
12694,Mountain,Colorado,M,medium,38
12695,Central,Illinois,F,young,21
12696,Central,Oklahoma,M,young,24
12697,Eastern,South Carolina,F,medium,46
12698,Eastern,New York,M,medium,34
12699,Eastern,New Hampshire,M,medium,39
12700,Mountain,Arizona,M,medium,46
12701,Central,Oklahoma,M,old,65
12702,Central,Alabama,M,medium,43
12703,Central,Nebraska,M,young,22
12704,Central,Illinois,F,young,24
12705,Central,Illinois,M,medium,50
12706,Eastern,Virginia,M,,30
12707,Central,Illinois,M,medium,33
12708,Central,Mississippi,M,medium,31
12709,Mountain,Arizona,M,young,23
12710,Central,Nebraska,F,medium,39
12711,Pacific,California,F,young,19
12712,Eastern,New York,M,medium,49
12713,Central,Missouri,F,medium,58
12714,Eastern,Ohio,M,medium,31
12715,Eastern,Massachusetts,F,medium,45
12716,Mountain,Arizona,M,medium,57
12717,Eastern,Ohio,F,medium,31
12718,Pacific,California,F,medium,49
12719,Eastern,Indiana,M,,30
12720,Eastern,Indiana,F,medium,49
12721,Pacific,California,M,old,68
12722,Eastern,Florida,M,medium,45
12723,Eastern,Pennsylvania,F,medium,31
12724,Central,Illinois,M,medium,33
12725,Eastern,Virginia,M,medium,46
12726,Central,Texas,M,medium,31
12727,Mountain,Arizona,F,medium,44
12728,Eastern,Maryland,M,old,68
12729,Central,Louisiana,M,young,23
12730,Eastern,Pennsylvania,M,medium,48
12731,Central,Louisiana,F,young,21
12732,Pacific,California,M,medium,37
12733,Mountain,Idaho,M,medium,36
12734,Pacific,California,M,medium,41
12735,Eastern,Virginia,F,medium,37
12736,Eastern,North Carolina,M,medium,38
12737,Eastern,Pennsylvania,M,medium,32
12738,Eastern,New York,F,young,20
12739,Eastern,Massachusetts,M,medium,39
12740,Eastern,New Jersey,F,medium,31
12741,Eastern,Pennsylvania,M,medium,37
12742,Eastern,Florida,F,medium,51
12743,Central,Alabama,M,medium,43
12744,Eastern,Florida,F,medium,35
12745,Central,Texas,M,medium,47
12746,Eastern,Georgia,M,medium,38
12747,Eastern,Florida,F,medium,38
12748,Eastern,Michigan,M,medium,33
12749,Eastern,New Jersey,M,medium,47
12750,Eastern,Georgia,M,medium,32
12751,Mountain,Montana,F,old,61
12752,Eastern,Florida,F,young,22
12753,Pacific,California,M,,30
12754,Eastern,New Jersey,M,medium,41
12755,Eastern,New York,M,medium,60
12756,Central,Illinois,M,medium,39
12757,Eastern,Michigan,M,medium,43
12758,Mountain,Colorado,F,old,69
12759,Eastern,Florida,M,medium,34
12760,Eastern,Massachusetts,M,young,19
12761,Eastern,Kentucky,M,medium,34
12762,Central,Alabama,M,medium,54
12763,Central,Alabama,F,old,62
12764,Central,Illinois,M,medium,55
12765,Eastern,Pennsylvania,M,old,61
12766,Eastern,Ohio,F,medium,42
12767,Eastern,Pennsylvania,F,medium,49
12768,Central,Kansas,F,medium,40
12769,Eastern,Florida,M,medium,34
12770,Eastern,Florida,M,medium,39
12771,Mountain,Colorado,M,young,21
12772,Central,Arkansas,F,young,19
12773,Central,Wisconsin,F,medium,38
12774,Central,Wisconsin,M,medium,34
12775,Eastern,Ohio,M,medium,34
12776,Eastern,Pennsylvania,M,young,22
12777,Eastern,Pennsylvania,M,medium,33
12778,Central,Texas,F,medium,42
12779,Mountain,Colorado,M,medium,37
12780,Mountain,New Mexico,M,young,27
12781,Central,Louisiana,F,medium,34
12782,Eastern,Pennsylvania,M,medium,38
12783,Central,Wisconsin,F,young,26
12784,Central,Texas,M,young,29
12785,Eastern,New Hampshire,F,medium,43
12786,Eastern,Florida,M,medium,45
12787,Central,Texas,M,medium,58
12788,Mountain,Arizona,M,medium,43
12789,Mountain,Arizona,M,medium,31
12790,Eastern,Florida,M,medium,38
12791,Mountain,Colorado,M,young,25
12792,Eastern,New Jersey,F,medium,59
12793,Eastern,Ohio,M,medium,55
12794,Central,Minnesota,M,young,22
12795,Central,Minnesota,F,young,19
12796,Mountain,Arizona,M,young,26
12797,Mountain,Wyoming,F,medium,32
12798,Central,Tennessee,F,medium,45
12799,Central,Missouri,M,medium,47
12800,Central,Texas,F,medium,51
12801,Eastern,New York,M,medium,52
12802,Eastern,Florida,F,young,22
12803,Eastern,Massachusetts,M,medium,38
12804,Central,Illinois,F,young,23
12805,Central,Texas,M,medium,35
12806,Eastern,Pennsylvania,M,,30
12807,Eastern,Virginia,M,medium,36
12808,Central,Texas,M,young,28
12809,Eastern,Ohio,F,medium,49
12810,Eastern,Ohio,M,medium,49
12811,Pacific,Washington,M,young,19
12812,Eastern,Ohio,F,young,23
12813,Mountain,Arizona,M,,30
12814,Mountain,Colorado,M,medium,40
12815,Central,Oklahoma,M,medium,51
12816,Central,Missouri,M,young,23
12817,Eastern,South Carolina,F,medium,37
12818,Central,Illinois,M,old,85
12819,Pacific,California,M,young,19
12820,Eastern,Michigan,M,medium,59
12821,Eastern,Georgia,M,young,18
12822,Mountain,Utah,F,young,27
12823,Eastern,Kentucky,F,young,24
12824,Mountain,Arizona,M,medium,58
12825,Central,Minnesota,M,medium,35
12826,Central,Mississippi,F,medium,43
12827,Central,Texas,F,old,70
12828,Central,Kansas,F,young,22
12829,Central,Missouri,M,medium,37
12830,Eastern,South Carolina,M,medium,41
12831,Mountain,Colorado,F,medium,46
12832,Mountain,Arizona,F,medium,35
12833,Central,Wisconsin,M,young,24
12834,Pacific,California,F,medium,42
12835,Central,Mississippi,F,young,18
12836,Eastern,West Virginia,M,,30
12837,Eastern,Kentucky,M,medium,43
12838,Eastern,Florida,M,young,28
12839,Mountain,Arizona,M,old,64
12840,Eastern,Maine,M,medium,47
12841,Central,Mississippi,M,young,23
12842,Mountain,Utah,M,medium,57
12843,Eastern,New York,M,medium,35
12844,Eastern,Ohio,F,young,25
12845,Central,Texas,M,medium,35
12846,Pacific,Oregon,F,old,63
12847,Central,Texas,M,young,26
12848,Eastern,New York,F,young,18
12849,Eastern,South Carolina,M,medium,52
12850,Central,Missouri,M,medium,55
12851,Eastern,Pennsylvania,M,medium,48
12852,Central,Alabama,F,young,19
12853,Central,Wisconsin,M,young,25
12854,Eastern,Michigan,M,old,71
12855,Eastern,Florida,M,young,24
12856,Mountain,Arizona,M,medium,40
12857,Eastern,Virginia,M,medium,46
12858,Eastern,New Jersey,M,old,62
12859,Central,Kansas,M,medium,50
12860,Eastern,Pennsylvania,M,old,62
12861,Central,Texas,F,medium,33
12862,Pacific,California,M,medium,33
12863,Eastern,Maryland,M,young,22
12864,Eastern,Virginia,M,medium,41
12865,Central,Illinois,M,medium,42
12866,Central,Iowa,M,medium,32
12867,Pacific,California,M,young,24
12868,Central,Wisconsin,M,medium,36
12869,Eastern,Ohio,M,young,29
12870,Central,Illinois,M,medium,41
12871,Central,Texas,M,young,20
12872,Central,Arkansas,M,young,29
12873,Mountain,Idaho,M,medium,59
12874,Eastern,Ohio,F,medium,39
12875,Eastern,Georgia,M,medium,55
12876,Eastern,Pennsylvania,M,medium,56
12877,Eastern,Vermont,M,medium,35
12878,Eastern,New Jersey,F,medium,34
12879,Eastern,Delaware,M,medium,40
12880,Central,Mississippi,F,young,25
12881,Mountain,Arizona,M,young,25
12882,Central,Iowa,M,young,20
12883,Central,Texas,M,medium,35
12884,Central,Alabama,M,medium,46
12885,Central,Oklahoma,M,young,17
12886,Mountain,Arizona,M,,30
12887,Eastern,South Carolina,M,old,65
12888,Mountain,New Mexico,M,medium,39
12889,Pacific,Oregon,F,medium,41
12890,Central,Texas,M,young,21
12891,Eastern,Michigan,M,medium,42
12892,Central,North Dakota,M,young,26
12893,Eastern,Florida,M,medium,52
12894,Mountain,Idaho,M,medium,36
12895,Eastern,Massachusetts,F,young,29
12896,Central,Kansas,F,medium,44
12897,Central,Tennessee,M,medium,49
12898,Eastern,New York,F,medium,34
12899,Eastern,New York,F,medium,40
12900,Pacific,Washington,M,young,21
12901,Central,Texas,M,medium,37
12902,Pacific,California,M,young,25
12903,Central,Texas,M,medium,36
12904,Eastern,New York,F,young,22
12905,Eastern,Ohio,F,medium,32
12906,Eastern,North Carolina,F,young,23
12907,Eastern,Maryland,F,old,61
12908,Central,Illinois,M,medium,42
12909,Mountain,Colorado,F,medium,53
12910,Eastern,Florida,M,young,18
12911,Eastern,New York,F,medium,35
12912,Central,Illinois,F,medium,39
12913,Central,Wisconsin,F,medium,41
12914,Eastern,New York,F,young,22
12915,Central,Illinois,M,medium,36
12916,Central,Illinois,M,young,20
12917,Mountain,Colorado,M,medium,37
12918,Eastern,Michigan,F,medium,48
12919,Central,South Dakota,M,medium,59
12920,Eastern,New York,F,medium,40
12921,Eastern,West Virginia,M,young,26
12922,Mountain,Arizona,M,young,23
12923,Eastern,New York,F,medium,41
12924,Eastern,Ohio,M,young,26
12925,Central,Texas,M,medium,42
12926,Pacific,California,F,medium,33
12927,Eastern,Florida,F,medium,53
12928,Pacific,Washington,F,medium,57
12929,Central,Minnesota,M,young,25
12930,Eastern,Delaware,M,medium,32
12931,Central,Nebraska,M,medium,57
12932,Central,Texas,M,old,77
12933,Eastern,Maryland,F,young,20
12934,Central,Alabama,M,old,65
12935,Central,Texas,M,medium,50
12936,Eastern,Indiana,M,medium,31
12937,Eastern,New York,M,old,65
12938,Mountain,Arizona,M,medium,40
12939,Eastern,New York,F,medium,38
12940,Pacific,California,F,medium,41
12941,Central,Arkansas,F,medium,41
12942,Eastern,Pennsylvania,M,old,63
12943,Mountain,Utah,M,medium,41
12944,Eastern,New York,F,medium,35
12945,Central,Texas,M,medium,35
12946,Pacific,California,F,medium,41
12947,Eastern,New Jersey,M,medium,53
12948,Central,Minnesota,M,old,65
12949,Central,Texas,M,medium,55
12950,Eastern,Florida,M,medium,49
12951,Central,Texas,F,medium,50
12952,Central,Illinois,M,young,18
12953,Central,Illinois,M,medium,31
12954,Central,Texas,F,young,24
12955,Pacific,California,F,young,19
12956,Mountain,Colorado,M,young,27
12957,Mountain,Colorado,M,medium,55
12958,Eastern,West Virginia,F,medium,31
12959,Mountain,Colorado,F,medium,33
12960,Eastern,North Carolina,F,medium,38
12961,Eastern,New York,F,medium,48
12962,Central,Iowa,F,medium,35
12963,Mountain,Arizona,F,medium,60
12964,Eastern,Florida,M,medium,35
12965,Mountain,New Mexico,F,medium,50
12966,Eastern,Massachusetts,M,young,21
12967,Central,Tennessee,M,medium,40
12968,Mountain,Arizona,M,medium,34
12969,Eastern,Indiana,M,young,22
12970,Eastern,Virginia,M,medium,53
12971,Eastern,Virginia,F,,30
12972,Mountain,Idaho,F,medium,49
12973,Central,Alabama,M,,30
12974,Eastern,Pennsylvania,M,medium,44
12975,Central,Louisiana,M,medium,50
12976,Mountain,New Mexico,M,medium,49
12977,Central,Alabama,F,young,23
12978,Central,Alabama,F,medium,52
12979,Eastern,Ohio,F,medium,46
12980,Central,Iowa,M,young,24
12981,Central,Alabama,M,medium,48
12982,Eastern,Pennsylvania,F,old,67
12983,Eastern,North Carolina,F,medium,33
12984,Eastern,South Carolina,M,young,23
12985,Central,Wisconsin,M,medium,45
12986,Central,Mississippi,M,young,27
12987,Eastern,New York,M,young,28
12988,Central,Texas,M,young,22
12989,Eastern,Pennsylvania,F,medium,51
12990,Mountain,Arizona,M,medium,31
12991,Central,Iowa,M,young,20
12992,Eastern,New Jersey,F,medium,39
12993,Eastern,Connecticut,F,medium,49
12994,Eastern,Connecticut,M,medium,34
12995,Central,Texas,M,young,27
12996,Mountain,Colorado,F,medium,31
12997,Mountain,Colorado,F,medium,47
12998,Mountain,Arizona,M,young,22
12999,Central,Tennessee,F,medium,39
13000,Central,Texas,M,medium,35
13001,Mountain,New Mexico,M,young,27
13002,Eastern,Maryland,F,medium,36
13003,Mountain,Arizona,M,medium,57
13004,Mountain,Arizona,M,medium,54
13005,Mountain,Arizona,M,old,66
13006,Central,Oklahoma,M,medium,37
13007,Central,North Dakota,M,young,29
13008,Eastern,Pennsylvania,F,medium,45
13009,Pacific,California,M,medium,37
13010,Eastern,New York,M,medium,48
13011,Central,Iowa,F,medium,53
13012,Central,Texas,M,young,24
13013,Central,Illinois,F,young,25
13014,Mountain,Colorado,M,medium,59
13015,Eastern,Pennsylvania,M,young,24
13016,Eastern,Indiana,M,medium,36
13017,Pacific,California,F,old,65
13018,Eastern,Ohio,M,young,28
13019,Central,Kansas,F,old,61
13020,Eastern,Pennsylvania,M,young,27
13021,Eastern,South Carolina,M,medium,43
13022,Eastern,Michigan,M,medium,41
13023,Mountain,Colorado,M,young,26
13024,Central,Minnesota,M,medium,36
13025,Eastern,New Jersey,F,medium,45
13026,Mountain,Colorado,M,young,25
13027,Central,Illinois,M,,30
13028,Mountain,Arizona,M,medium,55
13029,Eastern,Maryland,F,old,85
13030,Eastern,Michigan,M,medium,37
13031,Eastern,Pennsylvania,M,medium,36
13032,Eastern,Michigan,M,medium,54
13033,Eastern,Florida,M,medium,43
13034,Central,Alabama,F,young,19
13035,Central,Texas,M,young,19
13036,Eastern,North Carolina,F,medium,53
13037,Eastern,New York,F,young,27
13038,Pacific,California,M,medium,51
13039,Central,Illinois,M,medium,39
13040,Central,Kansas,M,medium,42
13041,Pacific,California,F,medium,40
13042,Eastern,Delaware,F,young,28
13043,Central,Louisiana,F,medium,40
13044,Eastern,Florida,M,old,61
13045,Eastern,South Carolina,F,medium,52
13046,Eastern,New York,F,medium,37
13047,Mountain,Colorado,F,medium,50
13048,Eastern,New York,F,medium,46
13049,Pacific,California,M,medium,36
13050,Eastern,Indiana,M,old,61
13051,Eastern,Massachusetts,M,medium,32
13052,Central,Louisiana,M,old,71
13053,Central,Illinois,M,young,23
13054,Pacific,California,F,medium,52
13055,Pacific,California,M,young,24
13056,Eastern,North Carolina,M,medium,39
13057,Eastern,New York,F,medium,32
13058,Pacific,California,F,medium,54
13059,Eastern,Florida,F,old,62
13060,Eastern,Ohio,M,medium,35
13061,Pacific,California,F,medium,39
13062,Eastern,Indiana,M,medium,34
13063,Central,Kansas,M,medium,48
13064,Eastern,New York,F,young,27
13065,Central,Wisconsin,F,young,24
13066,Central,Illinois,M,old,65
13067,Eastern,New York,F,medium,36
13068,Mountain,Idaho,M,medium,53
13069,Mountain,Colorado,M,medium,54
13070,Eastern,Michigan,M,young,27
13071,Central,Texas,M,young,17
13072,Mountain,Idaho,M,medium,44
13073,Pacific,Oregon,M,medium,52
13074,Central,Arkansas,M,medium,36
13075,Eastern,Ohio,M,medium,41
13076,Eastern,Michigan,F,medium,55
13077,Pacific,California,M,medium,34
13078,Eastern,Florida,F,medium,35
13079,Eastern,Michigan,M,medium,40
13080,Eastern,Michigan,M,old,67
13081,Pacific,Nevada,M,young,27
13082,Mountain,Utah,F,young,23
13083,Mountain,Utah,M,medium,60
13084,Eastern,New York,M,medium,33
13085,Central,Wisconsin,M,young,21
13086,Eastern,Georgia,F,young,24
13087,Eastern,Pennsylvania,F,medium,49
13088,Central,Texas,M,medium,39
13089,Eastern,South Carolina,F,medium,56
13090,Mountain,Idaho,M,medium,44
13091,Eastern,New Jersey,M,old,63
13092,Central,Tennessee,M,medium,43
13093,Eastern,Maine,F,old,67
13094,Eastern,Michigan,F,medium,39
13095,Central,Arkansas,M,,30
13096,Mountain,Idaho,M,medium,34
13097,Central,Oklahoma,M,old,61
13098,Pacific,California,F,medium,52
13099,Eastern,Massachusetts,M,medium,40
